tweet_id	label	content
72	anger	After what just happened. In need to smoke.
1545	sadness	sorry Main twitter im in depress
1591	sadness	God, I've been so physically weak the whole day. So much shaking :(
1021	joy	SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues
3174	joy	 USER I'll be there!! Can't wait for all the !
1800	anger	 USER i got that but you were alarming
85	sadness	 USER if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't
513	optimism	Love takes off the masks that we fear we cannot live without and know we cannot live within. - James A. Baldwin
3204	anger	I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road
945	sadness	The whole idea f a nation revolves around Kashmir &amp; global terrorism: evrn don't care their kids dying of hunger. #NawazFightsForKashmir
2682	sadness	 USER ew omg that is so grim
938	anger	 USER Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.
2255	anger	#disgracefulesin I resent all men in some way; for some or no reason at all. #esinscountdown
2886	anger	People that smoke cigarettes irritate my soul.
933	sadness	Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #sadness
2198	sadness	 USER I hashtag things and the kids always tell me to stop 😭 😭 😭 😭 😭 #sadness
2395	anger	 USER fuming
485	sadness	 USER Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.
1749	anger	Anytime USER gets near a mic, someone needs to smack him w a bat. USER #awful #marblesinmouth
961	joy	If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈 😈 😈 #Mwahaha
2584	optimism	Can we start a 'get Chris Sutton off our tv campaign? Spread the work #pundit #noclue
955	sadness	 USER goodbye despair
2507	joy	Sharpened a pencil today, haven't sharpened once since 1999. ✏ ️ #exhilarating
3058	optimism	#ArchangelSummit USER Anyone can be brave but you just have to last 5 mins longer than everyone else. #leadership #fear
1378	joy	A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle.
1179	anger	Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking
204	optimism	i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation
2739	joy	I have a job interview with USER in Loughborough next month !!!
466	sadness	 USER I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 
2190	joy	Watch this amazing live.ly broadcast by USER #lively #musically
3139	anger	Can't believe USER are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! #raging
3131	sadness	 USER lost a friend too
125	optimism	Why is it that we rejoice at a birth and grieve at a funeral? It is because we are not the person involved. ― Mark Twain
2796	anger	I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE USER #horrid
2848	anger	I'm just doing what u should b doing just minding my business and grinding relentless USER 
2663	anger	People are trying too hard to hate on Cam Newton without understanding his position
335	sadness	Two blankets, a hoody, and still no Eternal Sunshine to mope to.
2012	anger	don't provoke me after letting me down !
2978	joy	 USER try asking for a cheeseburger with only onion &amp; mustard at any #McDonalds #hilarious
3068	anger	 USER i'm actually offended by it. naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?
1060	anger	 USER thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry
1521	anger	#Taurus will react angrily when she can't take being provoked any longer.
2825	anger	Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right
618	anger	#Anger or #wrath is an intense emotional response.
1798	joy	 USER That is Noah Ark, it's a terrific design.
2909	sadness	Dates in the glove box' is pure panic excuse #GBBO
2391	joy	 USER thanks.
2082	anger	 USER #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout
885	anger	I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot
1256	anger	i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses
493	anger	 USER Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming
1317	sadness	Today you visited me in my dreams and even though you aren't physically gone I still mourn you
2086	sadness	 USER sadly this sort of poster died by the 90s afaik
526	optimism	Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK
1385	sadness	18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...
879	joy	This has #turned out #better then I expected admitting you tried to #intimidate 😂 😂 #cantstoplaughing I really can't and it's in #spokeword
1092	joy	oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here
1306	optimism	Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.
667	sadness	Quinn's short hair makes me sad.
1311	sadness	 USER To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet
1041	joy	Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂 
268	anger	#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear
684	optimism	 USER That might sting for a bit lads but you'll get over it. #betterwithsinnfein
1046	sadness	I wonder what would happen if I were a father. #weary
2028	anger	 USER I offered USER gold or silver but they said Nah... #bitcoin #snap
1349	anger	 USER Only Indian seems to be afraid of War is USER n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay
1426	anger	Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal
2127	sadness	I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy
2438	sadness	 USER Connor said he's worried that Jack will steal his girls on a night out
2810	sadness	Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited 🙊 
234	anger	Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of ?
2374	anger	That way ur so angry you can literally feel ur blood boiling
2112	joy	 USER *peers down at you, eyes crinkling with mirth and affection* I do love ye so, my bonnie Belle.
2902	sadness	You don't know how to love me when you're sober #sober #selenagomez #revival
1044	anger	 USER thanks for getting back to me, exemplary customer service for a loyal customer #jk #residentadvisor #poorservice
1223	joy	 USER Now that's what I call a gameface! #gameface
1160	joy	You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.
1250	anger	 USER black armed thug with a record carrying gun illegally gets shot by black cop. #outrage This is a joke.Let em destroy their town
2956	anger	Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??
837	joy	Currently listening to USER &amp; USER podcasts!! Can you guys please move to #yvr ? #hilarious #missyou
203	anger	Pakistan continues to treat #terror as a matter of state policy says USER #UriAttack
2831	joy	Gonna be a loooooong year as a Browns fan. Longer than normal and that's
602	optimism	When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #heart #HeartRacing
112	anger	Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/ #angry #annoyed
1381	joy	inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho
1566	joy	 USER so what you mean to tell me is that.... glee is...... getting less........... gleeful?
2658	anger	Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp
1464	sadness	Put my passport in a safe back after getting back from Australia 🌏 . Only problem is now I can't remember where the safe is!! #panic 🛂 
468	optimism	A cheerful heart is good medicine, but a crushed spirit dries up the bones. A wicked man accepts a bribe in secret to pervert justice.
2024	joy	One time I saw Rachel from glee tell someone their job was on a pole and I said that in 5th grade to a boy and he look confused
1845	sadness	It's just the lack of company and liveliness out here that makes me bored.
2762	anger	 USER Now that's what I call a gameface! #gameface #intimidate
1953	sadness	I'm getting use to not having a phone it's sad ..
1630	sadness	 USER I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(
2664	anger	Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 
1495	anger	How had Matty Dawson not scored there!!!!! #terrible
1898	anger	come on let's make em hate 😘 make em pout they face 👿 😩 .
1689	anger	Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮 👎 
3080	joy	 USER agreed! 😍 an awe to meet such beautiful, powerful animals.
1507	sadness	Now #India is #afraid of #bad #terrorism.
1939	anger	 USER honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.
2328	anger	Hey USER why can I only see 15 sent emails? Where's the thousands gone?
1829	joy	Getting my comedic relief w/ USER during season premiere of #ModernFamily. Just what a girl needs! #hilarious
2040	anger	 USER watching on +1. I would have been straight out of there with the guy who was getting irate! #ExtremeWorld
1485	joy	Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂 
2501	sadness	Learning how to use twitter #lost
1881	sadness	Am I the only one with parking sensors who still manages to reverse into things?
1619	anger	 USER never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare
1663	joy	 USER that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great
2303	optimism	Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success
2022	sadness	It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #ourworld
2066	joy	 USER \nGo Jags!! 🐆 I think we have a good shot of beating Deep Run tomorrow!
1866	sadness	 USER sad music
2554	anger	Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.
1083	anger	Why does #terrorism exist in the first place? #AskTrumpOneQuestion
1665	anger	 USER It's your party that has divided this nation. You inflame the minority population as well as pander. You are a disgrace.
1152	anger	 USER I'm furious 😩 😩 😩 
992	anger	 USER #klitschko USER over fury any day #boxing
3028	anger	#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible
2307	sadness	 USER ~together.' Hermione lowered her voice slightly, sounding somewhat bitter, perhaps even rueful. 'That would only get you~
712	sadness	My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher
2440	anger	And getting offended or furious that a writers style isn;t to your taste is ultimately daft, I suppose.
1069	joy	 USER Don't be silly - she doesn't want to scare them off! 😆 
1574	anger	A USER not turning up? Why am I not surprised. Late for work again!
2549	anger	How was Natalie one of the top three favorites?! #toofaced and #bitter 🙄 
709	anger	 USER And who asked you to gate crash with your dumb idiosyncrasies when sober people are analyzing a situation!\n USER 
597	joy	 USER YES! I am rejoicing
797	anger	If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at USER 
1544	joy	 USER Thank you for the most fantastic evening, it was a brilliant show, you are a truly #sparkling talent, night over too quickly.
1703	anger	What a fucking muppet. USER #fuming #stalker.
1330	joy	Fast and furious 6 this Monday 10 pm on mbc 2 😍 😍 😍 😍 😍 😍 😍 
2551	sadness	 USER I'd be perched on that, unfortunately wrapped in heavy chains! #sink...
1265	anger	 USER :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge
1089	anger	 USER EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE
2792	optimism	 USER door and cleared his throat, trying to dispel any nervousness he had left.
3183	sadness	 USER turn that grumpy frown upside-down\n\nYou did something next to impossible today
148	anger	 USER nick fury
860	anger	Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡 
633	joy	 USER cheering for USER and USER 
553	anger	Hate when guys cant control their anger 🙃 🙃 
820	anger	I don't even #feel #anger anymore can't explain it .. #Tulsa #Charlotte #Trayvon #SandraBland #Philando #Ferguson #BatonRouge #MichaelBrown
1327	optimism	Let's refuse to live in #fear - #sotoventures
258	sadness	 USER I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...
1882	anger	 USER fury road!!
3039	anger	 USER turn that shit off! Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? #rage. #iphonePhoneHome
2511	joy	Omg. You've got to watch the new series 'This is Us'.....wow. Best tv show I've seen in a long time.\n #tears #moretears
53	sadness	 USER I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad
361	joy	 USER you got this 💙 #staystrong #smile #yourebeautiful
1565	sadness	 USER My heart goes out to that woman for the indignity of what she is sitting through.
1411	sadness	 USER Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy
682	joy	no offense but the doctor crying tears of joy after realizing he has a family for christmas is Cute
2489	optimism	If you really care like you state USER then I would seriously address sensitivity training to your employees
1076	anger	 USER for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?
427	sadness	When you arrive at the office the day before your first ever festival and the Internet is down #panic
1227	joy	 USER ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again. #epic #ineedtherapy
821	anger	Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry
286	joy	 USER don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers
2321	optimism	It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting
1896	anger	 USER Look at those teef!
17	anger	 USER Haters!!! You are low in self worth. Self righteous in your delusions. You cower at the thought of change. Change is inevitable.
2414	sadness	 USER Step 1: Get rid of USER Step 2: Prioritise football Step 3: profit? #depressing
1011	anger	So I've decided to go talk to Mr. Smithrud about that creepy fucking guy since he gave me a fucking anxiety attack this morning
1067	optimism	So blend the waters lie\nThere shrines and free- The melancholy waters lie\nNo rays from out the dull tide- As if the vine
1118	anger	 USER add tracking but resent them
1396	sadness	There goes the butterflies in my stomach. #anxietyproblems
3094	joy	 USER Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth.
1261	anger	i can't believe they're all messing up my favourite of all bakes i feel personally offended
1980	anger	if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god
1656	anger	onus is on Pakistan' : MEAIndia after #Uri #terror attack
2557	anger	 USER don't tweet shit like this! It'll come back and haunt you like your other ones 😭 😂 
1892	anger	 USER You interviewed one irate group, two filmmakers who don't live here and got stock statements. That's not journalism.
788	sadness	We express our deep concern about the suspension of USER please reactivate it. he never violated T.roles USER 
2795	optimism	The ecosystem is meant to break thru the wall of #apprehension. It's easy to follow a fave music star &amp; watch their goings on–but #dentists?
613	anger	 USER The way my blood is boiling, little bastards!
2801	joy	 USER thanks for playing Crock Pot Going #radio #blog #blues #music #indiemusic
3130	optimism	You have to find a way to top yourself.
804	sadness	Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC
2116	anger	History repeating itself..GAA is our culture how dare anyone think it's ok to discourage any Irish person from attending any match or final
2694	anger	Just found out tonight my son will not be doing practical work counting towards his GCSE exam. OK then! I thought STEM was all the rage??
2349	optimism	I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.
1037	anger	 USER I'm so mad for our clients I'm furious lmao
2536	anger	 USER decorations are up all over Jersey already #outrage
2379	anger	(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island.
2435	anger	 USER specific &amp; intentional way. And part of that intention is to provoke conversation around systemic racism towards blacks.
685	anger	 USER yeah whatever, whahibbi are #muslims just a sect, as you know, #islam is synonymous with #rape and #terrorism
1063	anger	haww I think Nawaz should have spoken about Indian funding to BLA in Balochistan, Kulbhoshan Yadhav and how India used TTP for terror!
843	sadness	my school photo is honestly horrid, i look so ew 😅 
26	anger	 USER I think just becz u have so much terror in pak nd urself being a leader u forgot d difference btw a leader nd terrorist !
2243	joy	 USER thanks mucho kate 💕 #sober
2849	anger	When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces...... 🔥 🔥 #kanye
1088	sadness	 USER yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs
1138	anger	Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐 
1592	anger	#WTF USER allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional
2609	anger	 USER Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there
1203	sadness	Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy
2218	joy	 USER I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--
50	anger	Tears and eyes can dry but I won't, I'm burning like the wire in a lightbulb
247	anger	 USER snap, seems to be a problem here
2643	sadness	 USER doing the exact same minus the beer sadly
334	sadness	Howl at the moon with USER at USER next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror
510	anger	Howl at the moon with USER at USER next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED
2698	sadness	Scott Dann injured aka my worst nightmare
1220	sadness	A .500 season is all I'm looking for at this point. #depressing #royals
336	anger	India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan
7	sadness	Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college
2122	joy	Val downing a bottle of vodka there to stop her from shaking! #GBBO
2462	joy	 USER wow. not heard this in forever. Random but. great #xph
2160	optimism	And I would advise that everyone wait to watch USER ,or actually don't wait, just don't even watch it because it is
312	optimism	But 'for me not to worry, they'll get a glass guy over and bill us for it'
2487	sadness	Drop Snapchat names #bored #swap #pics
75	anger	 USER so this houses will get into my instestines and scare my poop and I'll shit my pants?
2176	joy	 USER Easy, breezy, beautiful...
1125	anger	there are magpies gathering around me help I'm going to be swooped ! #terrorism
139	anger	 USER Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.
3025	sadness	so probably hunger and depression and dissociating equals a weird time anything else
410	anger	 USER John Kerry fckd u,chief justiceofpak made the statement publicly about party supporting terror what else u need#terrorstatepak
611	sadness	I just want to be in Canada rn 😭 awe
727	optimism	While we focus on issue of #IPCA USER Indulges in #intimidation USER #StopCruelty
2468	anger	Oh that cheery fucking note, good night shit heads X
300	sadness	 USER he is.\nSure his mind was clouded but...]
2734	anger	Boycotting USER till butter pecan comes back. I am furious
373	anger	But this is the internet age, so get mad out of any and all proportion and assume the terrible worst with little to no facts or knowledge.
15	anger	Autocorrect changes ''em' to 'me' which I resent greatly
1859	anger	i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going
3208	anger	 USER have some issues with my broadband bill ,I am charged for the month before I signed up with airtel..
1777	sadness	Trial result #sadness
193	joy	When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that
1253	anger	Hey no turn over after a kick - way to go Texans! Way to go! #Texans #noheart
2606	anger	India should now react to the uri attack.....
1648	sadness	Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues
543	anger	Democracy doesn't work\n #mob #mentality #mass #hysteria #mongering #oligarchy
3198	sadness	When health insurance won't cover TMS but they let me know they cover ECT #mentalhealth #psychology #depression #TMS #ECT
1858	sadness	It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200
102	anger	I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged
1581	sadness	Can I just sulk in peace 😂 
1992	anger	 USER how on earth can I send an email to you? Very annoyed customer!!!
867	optimism	never afraid to start over
2725	anger	2 biggest fears: incurable STD's and pregnancy...I mean, they're basically the same thing anyway #forlife #annoying #irritation #weirdsmells
2717	sadness	Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad
2280	anger	Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant
1019	sadness	Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous
2373	anger	You ever just be really irritated with someone u love it's like god damn ur makin me angry but I love u so I forgive u but I'm angry
1079	joy	 USER Miss Cookie sends her thanks! She's not as spry as she used to be - like me! She doesn't have the adventures the young pups do!
2415	optimism	Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #against #machines
2820	anger	Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!
666	optimism	 USER please. Or you could be clouded by your passion. Emotion leads you from the truth.
1768	anger	#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit
2216	sadness	 USER my heart actually sunk looooool I was so confused
2364	optimism	It's about time I start taking my own advice
2980	sadness	 USER I'm despondent
1853	anger	 USER stop the presses, USER said/proposed something racist.
142	joy	 USER *laughs louder this time, shaking my head* That was really cheesy, wasn't it?
1910	anger	TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself
2003	sadness	it's so breezy out today, i can't go to back to school night with bare legs like i've had all day
790	optimism	Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation
40	anger	 USER It’s taken for granted, while the misogyny in the air is treated as normal — and any angry response to it as pathological.
3195	anger	 USER I unfollowed without hesitation &lt;3
2324	anger	you are an angry glass of vodka
615	anger	 USER but USER drugged and raped those women. At least you and Barb were sober and consenting!!
475	joy	Free live music in DC tonight! #blues with #MoonshineSociety at USER in the Loft starting at 10:30pm USER 
1843	anger	LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.
676	sadness	People too weak to follow their own dreams will always find a way to discourage yours.
2888	anger	Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs USER 
3231	anger	 USER I don't think your a girls girl #fraud #bully #celebeffer
1191	sadness	 USER : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...
1295	optimism	You have a #problem? Yes! Can you do #something about it? No! Than why #worry
1283	joy	Watch this amazing live.ly broadcast by USER #musically
2348	optimism	Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying.... 😑 😂 
1750	joy	snap: hiAleshia 😃 
1156	anger	 USER [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --
950	anger	I don't think it's fully sunk in that Val is gone yet
1698	sadness	 USER it's old sadly
527	anger	 USER You two are TEN TIMES more interesting than those particular afternoon goofballs (I could say worse). #umbrage
2719	sadness	The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes
281	joy	something about opening mail is just...very pleasing
2187	sadness	Thank you USER 4 giving me a free coffee for bringing my reusable cup to the airport because it was 1st time you saw one. But #depressing
607	anger	Like he really just fucking asked me that. #offended
2480	anger	I genuinely think I have anger issues
479	sadness	Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #itnevergoes
273	joy	 USER We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.
545	joy	 USER give me a smiling emoticon will ya? i dont like the idea of you frowning &gt;.&lt;
3109	anger	You want bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business
1704	anger	Not giving a fuck is better than revenge.
2241	optimism	Let's refuse to live in #fear - #c$%t
2485	anger	Chart music is pretty much ALL the same.. #horrific
469	anger	The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.
891	anger	 USER I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned
1003	joy	Well, this is cheery. #MrRobot
1526	anger	 USER worst thing is i have confimation from them
1439	anger	Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.
117	sadness	i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩 
1610	joy	So Rangers v Celtic ll
2404	joy	#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of
450	anger	The majority of people irritate the fuck out of me, cba with people ahahah
2791	sadness	Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad
3189	anger	World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?
1987	anger	im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con
351	optimism	“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride
1899	anger	Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat
2922	sadness	Extreme sadness
969	optimism	hi berniebrocialists of all genders: if I lived in a swingish state I would w/o hesitation vote Clinton &amp; would do so w/o 'supporting' her
1437	joy	Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting
2026	sadness	When your rewatching glee and break down in tears all over again. 😭 😢 
1119	joy	Wishing a very Happy Birthday to our awesome dancer, Ruthann!!! We hope your day is magical! #bday #eatcake
1813	sadness	This has been the most depressing week full of rain ever lol
2368	sadness	Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare
2444	joy	When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious
591	anger	 USER I once hooked them up backward. Not recommended. #smoke
2553	optimism	I don't want perfect. It's too boring and dull.
735	sadness	 USER Is that really all you can offer for those who sacrifice daily to keep you safe...? USER #sad
3252	anger	 USER going back to blissful ignorance?! #fury
1679	anger	Sixth Form: see you at 8:30 in the morning 🎭 #revolting children #yr7 #assembly 🎭 
1649	anger	Bloody parking ticket 😒 💸 
2761	anger	 USER No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain
2905	sadness	Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma
1810	sadness	An USER kind of drive home from work today #nightmare #dailyfeels
1195	sadness	I want to pour all my tears on someone right now. So tired of this #upset #sad
3038	anger	Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone
2446	sadness	im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack
128	anger	New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage #horror
849	anger	How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳 😳 😳 
3192	anger	 USER Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry USER 
4	anger	Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight
3214	anger	Point scorning and fury at Labor does nothing to address long term detention and the need to resettle #asylumseekers from #manus and #Nauru
3033	sadness	When you lose somebody close to your heart you lose yourself as well 💔 #lost
106	anger	 USER appointment booked between 1-6 today, waited in all day and nobody showed up, also requested a call back and never got one #awful
752	joy	 USER happy birthday to my seed ‼ ️ ‼ ️ ‼ ️ #renewtherivalry #imyourdaddy #cantbeatme #tater
1229	anger	Just saw lil homie USER rage on cam. Weren't roids a thing in the late 90's or has it come back? I'm lost...
728	sadness	Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?
1263	joy	So I survived spin....trying to get down the stairs was hilarious tho #jellylegs 😂 😂 
2145	anger	when people hit on me i try to shake them off by talking about how i hide from communism
1149	anger	I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes
2072	optimism	Any #entrenepuers, #start ups, #SME's out there looking for proactive #accountancy, #tax and #business advice? We can help. Get in touch.
74	joy	 USER I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.
2707	anger	 USER lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment #shocking
549	anger	Goddamn headache. #anger
162	anger	broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto
1575	anger	When my life became such a concern to irrelevant ass people I'll never know
794	anger	np rum rage
